model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
edge_transformer,shortest_path,ood_size,10040006,100,400,4.0,1,1,15.0,15,0.0,2,0,0,1,1,0.07826235983520746,0.08691469673067331,0.0069360011257231236
edge_transformer,shortest_path,ood_size,10040007,100,400,4.0,2,1,19.0,16,0.15789473684210525,2,0,0,1,1,0.12458663294091821,0.21855355240404606,0.005675057880580425
edge_transformer,shortest_path,ood_size,10040008,100,400,4.0,3,1,18.0,18,0.0,0,1,1,1,1,0.0752067300491035,0.08394267782568932,0.0033355210907757282
edge_transformer,shortest_path,ood_size,10040009,100,400,4.0,4,1,17.0,12,0.29411764705882354,2,0,0,1,1,0.0859235841780901,0.09465799992904067,0.0032983003184199333
edge_transformer,shortest_path,ood_size,10040010,100,400,4.0,5,1,29.000000000000007,29,2.45014736469e-16,0,1,1,1,1,0.12421522196382284,0.13307091919705272,0.00356450118124485
edge_transformer,shortest_path,ood_size,10040011,100,400,4.0,6,1,23.0,20,0.13043478260869565,2,0,0,1,1,0.11744136083871126,0.12632451811805367,0.0034343511797487736
edge_transformer,shortest_path,ood_size,10040012,100,400,4.0,7,1,21.0,20,0.047619047619047616,2,0,0,1,1,0.0771855372004211,0.08604804472997785,0.0033080996945500374
edge_transformer,shortest_path,ood_size,10040013,100,400,4.0,8,1,26.0,24,0.07692307692307693,2,0,0,1,1,0.08901522401720285,0.09781593969091773,0.00339478999376297
edge_transformer,shortest_path,ood_size,10040014,100,400,4.0,9,1,17.0,10,0.4117647058823529,2,0,0,1,1,0.07940616412088275,0.08816318120807409,0.0032752612605690956
edge_transformer,shortest_path,ood_size,10040015,100,400,4.0,10,1,34.0,31,0.08823529411764706,2,0,0,1,1,0.07728379825130105,0.0858859340660274,0.0032788696698844433
edge_transformer,shortest_path,ood_size,10040016,100,400,4.0,11,1,10.0,8,0.2,2,0,0,1,1,0.08577315416187048,0.0944170099683106,0.003302670083940029
edge_transformer,shortest_path,ood_size,10040017,100,400,4.0,12,1,19.0,19,0.0,2,0,0,1,1,0.11659848783165216,0.12529393518343568,0.003311160020530224
edge_transformer,shortest_path,ood_size,10040018,100,400,4.0,13,1,18.0,18,0.0,0,1,1,1,1,0.07209643116220832,0.08082902897149324,0.0033443598076701164
edge_transformer,shortest_path,ood_size,10040019,100,400,4.0,14,1,20.0,18,0.1,2,0,0,1,1,0.08600613381713629,0.09481061110273004,0.0033692698925733566
edge_transformer,shortest_path,ood_size,10040020,100,400,4.0,15,1,19.0,11,0.42105263157894735,2,0,0,1,1,0.0848869513720274,0.09368824819102883,0.0034351712092757225
edge_transformer,shortest_path,ood_size,10040021,100,400,4.0,16,1,22.000000000000007,20,0.0909090909090912,2,0,0,1,1,0.11082471068948507,0.1196591081097722,0.0032995999790728092
edge_transformer,shortest_path,ood_size,10040022,100,400,4.0,17,1,20.0,20,0.0,0,1,1,1,1,0.11123790079727769,0.12078245216980577,0.003239460289478302
edge_transformer,shortest_path,ood_size,10040023,100,400,4.0,18,1,28.0,28,0.0,0,1,1,1,1,0.08381635788828135,0.09313146583735943,0.0032981098629534245
edge_transformer,shortest_path,ood_size,10040024,100,400,4.0,19,1,24.0,23,0.041666666666666664,2,0,0,1,1,0.0917483321391046,0.1009470010176301,0.0034202397800982
edge_transformer,shortest_path,ood_size,10050005,100,500,5.0,0,1,15.000000000000005,13,0.13333333333333364,2,0,0,1,1,0.128901326097548,0.14034278225153685,0.011534825898706913
edge_transformer,shortest_path,ood_size,10050006,100,500,5.0,1,1,17.0,17,0.0,2,0,0,1,1,0.15562861878424883,0.16683093318715692,0.010915514081716537
edge_transformer,shortest_path,ood_size,10050007,100,500,5.0,2,1,11.000000000000004,11,3.2297397080004545e-16,0,1,1,1,1,0.1622377480380237,0.17332156328484416,0.010534912813454866
edge_transformer,shortest_path,ood_size,10050008,100,500,5.0,3,1,18.0,16,0.1111111111111111,2,0,0,1,1,0.11156032187864184,0.12724221078678966,0.010746023152023554
edge_transformer,shortest_path,ood_size,10050009,100,500,5.0,4,1,14.0,14,0.0,0,1,1,1,1,0.10861097415909171,0.1198213379830122,0.01010015094652772
edge_transformer,shortest_path,ood_size,10050010,100,500,5.0,5,1,21.0,17,0.19047619047619047,2,0,0,1,1,0.1393298776820302,0.1497027799487114,0.008740367367863655
edge_transformer,shortest_path,ood_size,10050011,100,500,5.0,6,1,12.0,9,0.25,2,0,0,1,1,0.11581419501453638,0.1264116782695055,0.007337503135204315
edge_transformer,shortest_path,ood_size,10050012,100,500,5.0,7,1,17.0,17,0.0,0,1,1,1,1,0.11692041903734207,0.12759238108992577,0.007576222997158766
edge_transformer,shortest_path,ood_size,10050013,100,500,5.0,8,1,18.0,18,0.0,2,0,0,1,1,0.11665155831724405,0.12726984126493335,0.005339567083865404
edge_transformer,shortest_path,ood_size,10050014,100,500,5.0,9,1,18.0,16,0.1111111111111111,2,0,0,1,1,0.1378944432362914,0.14824601588770747,0.005429487209767103
edge_transformer,shortest_path,ood_size,10050015,100,500,5.0,10,1,20.0,20,0.0,2,0,0,1,1,0.19228159124031663,0.20272207306697965,0.0049368650652468204
edge_transformer,shortest_path,ood_size,10050016,100,500,5.0,11,1,10.0,8,0.2,2,0,0,1,1,0.13834968488663435,0.14933576807379723,0.004628454800695181
edge_transformer,shortest_path,ood_size,10050017,100,500,5.0,12,1,10.0,10,0.0,2,0,0,1,1,0.10321369720622897,0.11388305993750691,0.00504983589053154
edge_transformer,shortest_path,ood_size,10050018,100,500,5.0,13,1,14.0,14,0.0,0,1,1,1,1,0.108554074075073,0.11963950702920556,0.004804614931344986
edge_transformer,shortest_path,ood_size,10050019,100,500,5.0,14,1,14.0,14,0.0,0,1,1,1,1,0.1153212240897119,0.12650463823229074,0.004728403873741627
