model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
tropical_v2,shortest_path,ood_size,10040007,100,400,4.0,2,1,19.0,16,0.15789473684210525,2,0,0,1,1,0.12448583357036114,0.1331768250092864,0.005609455052763224
tropical_v2,shortest_path,ood_size,10040008,100,400,4.0,3,1,18.0,18,0.0,0,1,1,1,1,0.07588558131828904,0.08462581224739552,0.005523755215108395
tropical_v2,shortest_path,ood_size,10040009,100,400,4.0,4,1,17.0,17,0.0,2,0,0,1,1,0.08554225787520409,0.0943285976536572,0.007244518026709557
tropical_v2,shortest_path,ood_size,10040010,100,400,4.0,5,1,29.000000000000007,29,2.45014736469e-16,0,1,1,1,1,0.12312781997025013,0.13189712120220065,0.005849033128470182
tropical_v2,shortest_path,ood_size,10040011,100,400,4.0,6,1,23.0,20,0.13043478260869565,2,0,0,1,1,0.1167315193451941,0.12547844043001533,0.0056590852327644825
tropical_v2,shortest_path,ood_size,10040012,100,400,4.0,7,1,21.0,21,0.0,0,1,1,1,1,0.07658243784680963,0.08534451900050044,0.005638924892991781
tropical_v2,shortest_path,ood_size,10040013,100,400,4.0,8,1,26.0,24,0.07692307692307693,2,0,0,1,1,0.08893316332250834,0.1882728892378509,0.005682474933564663
tropical_v2,shortest_path,ood_size,10040014,100,400,4.0,9,1,17.0,10,0.4117647058823529,2,0,0,1,1,0.07928929524496198,0.08807823620736599,0.005630264990031719
tropical_v2,shortest_path,ood_size,10040015,100,400,4.0,10,1,34.0,29,0.14705882352941177,2,0,0,1,1,0.07663759728893638,0.08538271905854344,0.005500304978340864
tropical_v2,shortest_path,ood_size,10040016,100,400,4.0,11,1,10.0,8,0.2,2,0,0,1,1,0.08507093973457813,0.09378182142972946,0.005567945074290037
tropical_v2,shortest_path,ood_size,10040017,100,400,4.0,12,1,19.0,19,0.0,2,0,0,1,1,0.11594347236678004,0.12478939210996032,0.005710524041205645
tropical_v2,shortest_path,ood_size,10040018,100,400,4.0,13,1,18.0,18,0.0,0,1,1,1,1,0.07213557697832584,0.08099334826692939,0.005657354835420847
tropical_v2,shortest_path,ood_size,10040019,100,400,4.0,14,1,20.0,18,0.1,2,0,0,1,1,0.0850621797144413,0.09387620072811842,0.005586634855717421
tropical_v2,shortest_path,ood_size,10040020,100,400,4.0,15,1,19.0,19,0.0,0,1,1,1,1,0.08423569379374385,0.09310553409159184,0.005583054851740599
tropical_v2,shortest_path,ood_size,10040021,100,400,4.0,16,1,22.000000000000007,20,0.0909090909090912,2,0,0,1,1,0.10973501019179821,0.11855691997334361,0.005636425223201513
tropical_v2,shortest_path,ood_size,10040022,100,400,4.0,17,1,20.0,20,0.0,0,1,1,1,1,0.10432424396276474,0.11313956510275602,0.005635215435177088
tropical_v2,shortest_path,ood_size,10040023,100,400,4.0,18,1,28.0,28,0.0,0,1,1,1,1,0.07948557520285249,0.08828751603141427,0.005527984816581011
tropical_v2,shortest_path,ood_size,10040024,100,400,4.0,19,1,24.0,22,0.08333333333333333,2,0,0,1,1,0.08593911631032825,0.09466742677614093,0.00564066506922245
tropical_v2,shortest_path,ood_size,10050005,100,500,5.0,0,1,15.000000000000005,13,0.13333333333333364,2,0,0,1,1,0.12028252240270376,0.13072690600529313,0.006158101838082075
tropical_v2,shortest_path,ood_size,10050006,100,500,5.0,1,1,17.0,17,0.0,2,0,0,1,1,0.2369522419758141,0.24747658474370837,0.005826703738421202
tropical_v2,shortest_path,ood_size,10050007,100,500,5.0,2,1,11.000000000000004,9,0.18181818181818207,2,0,0,1,1,0.1555886552669108,0.1661754078231752,0.005718723870813847
